,text,object_location_type,timeRange,spatial_relation,movie_name,location_name,movie_type,object_type
1370,Can I get the showtimes for Fit for a King ?,,,,Fit for a King,,,
1371,find a movie house for 07:52 showing Ganges: River to Heaven,movie house,07:52,,Ganges: River to Heaven,,,
1372,Can you tell me the movie times for Alamo Drafthouse Cinema,,,,,Alamo Drafthouse Cinema,,movie times
1373,what films are on the movie schedule  around here ,,,around here,,,films,movie schedule
1374,Can you give me the movie schedule for Amco Entertainment ?,,,,,Amco Entertainment,,movie schedule
1375,What time is The Corner playing,,,,The Corner,,,
1376,"During tea time, what animated movies will be screening at the closest  movie house ?",movie house,tea,closest,,,animated movies,
1377,Where can I see Young Goethe in Love ?,,,,Young Goethe in Love,,,
1378,Find movie schedules .,,,,,,,movie schedules
1379,find Chained Heat,,,,Chained Heat,,,
1380,What time is The Secretary playing at the movie theatre ?,movie theatre,,,The Secretary,,,
1381,what time is Dark World showing at Consolidated Theatres,,,,Dark World,Consolidated Theatres,,
1382,What is the nearest  movie house playing George Washington Slept Here,movie house,,nearest,George Washington Slept Here,,,
1383,Which animated movies are being screened at Marcus Corporation ?,,,,,Marcus Corporation,animated movies,
1384,What are the showtimes for Boy of Mine,,,,Boy of Mine,,,
1385,what time is The Eddy Duchin Story playing,,,,The Eddy Duchin Story,,,
1386,Show me the closest  movie house playing An Unfinished Life at eight pm .,movie house,eight pm,closest,An Unfinished Life,,,
1387,can I get the showings for films at the nearest  cinema  in 1 minute ,cinema,in 1 minute,nearest,,,films,
1388,What are the showtimes for Beware! The Blob at Plitt Theatres ?,,,,Beware! The Blob,Plitt Theatres,,
1389,What are the movie times for the Caribbean Cinemas ?,,,,,Caribbean Cinemas,,movie times
1390,Give me the showtimes for Sign of the Anchor .,,,,Sign of the Anchor,,,
1391,Where is The Man with a Cross playing,,,,The Man with a Cross,,,
1392,Find the schedule for Salt of the Black Earth at the closest  movie house .,movie house,,closest,Salt of the Black Earth,,,schedule
1393,When will The Boys Next Door be playing at the nearest  movie house,movie house,,nearest,The Boys Next Door,,,
1394,is Tarzan of the Apes playing at Cobb Theatres,,,,Tarzan of the Apes,Cobb Theatres,,
1395,I want to watch Looney Tunes Platinum Collection: Volume 1 at a movie theatre,movie theatre,,,Looney Tunes Platinum Collection: Volume 1,,,
1396,Show me Dombey and Son  movies .,,,,Dombey and Son,,movies,
1397,What are the movie schedules for animated movies  close by,,,close by,,,animated movies,movie schedules
1398,Can I get the showtimes for films at the closest  movie house .,movie house,,closest,,,films,
1399,tell me the movie schedule,,,,,,,movie schedule
1400,what's the nearest  cinema showing The Death of Stalinism in Bohemia  1 second from now,cinema,1 second from now,nearest,The Death of Stalinism in Bohemia,,,
1401,I want to know what movies are showing at the nearest  movie house .,movie house,,nearest,,,movies,
1402,Find the schedule for The Nightmare  six hours from now at the nearest  cinema .,cinema,six hours from now,nearest,The Nightmare,,,schedule
1403,find The Bride,,,,The Bride,,,
1404,find movie schedules,,,,,,,movie schedules
1405,Where is Priorities on Parade playing,,,,Priorities on Parade,,,
1406,What Howards End  cinema is near?,cinema,,,Howards End,,,
1407,find the closest  films at a movie house,movie house,,closest,,,films,
1408,What time is Summer School playing?,,,,Summer School,,,
1409,Find the movie schedules for films  in the area .,,,in the area,,,films,movie schedules
1410,show movie times at Cinemark Theatres,,,,,Cinemark Theatres,,movie times
1411,Can you let me know where I can watch The Nest ?,,,,The Nest,,,
1412,Tell me the movie schedules for Mann Theatres,,,,,Mann Theatres,,movie schedules
1413,Find the schedule for films at the closest  movie house .,movie house,,closest,,,films,schedule
1414,I'd like to watch movies at KB Theatres,,,,,KB Theatres,movies,
1415,Where is the nearest  movie theatre that is playing Honeysuckle Rose,movie theatre,,nearest,Honeysuckle Rose,,,
1416,Give me a list of movie times for films  in the area .,,,in the area,,,films,movie times
1417,What time is Showcase Cinemas playing Straight Is the Way,,,,Straight Is the Way,Showcase Cinemas,,
1418,show me the schedule of movie Shadow of a Woman,,,,Shadow of a Woman,,,schedule
1419,What time is The Mailman playing,,,,The Mailman,,,
1420,what is the movie schedules for movies  in the area ,,,in the area,,,movies,movie schedules
1421,What time is Soul Surfer playing,,,,Soul Surfer,,,
1422,find the closest  movie theatre for films,movie theatre,,closest,,,films,
1423,find The Swindlers at the closest  movie house,movie house,,closest,The Swindlers,,,
1424,Find movie times .,,,,,,,movie times
1425,When is Janeane from Des Moines playing at the nearest  movie theatre ?,movie theatre,,nearest,Janeane from Des Moines,,,
1426,Is this film going to be at Malco Theatres ?,,,,,Malco Theatres,film,
1427,what's the closest  cinema showing animated movies,cinema,,closest,,,animated movies,
1428,show me movie times at my local theater.,,,,,,,movie times
1429,What is the nearest  cinema playing Patiala House,cinema,,nearest,Patiala House,,,
1430,What is the Wanda Group  movie schedules ,,,,,Wanda Group,,movie schedules
1431,is One Night Surprise at the cinema,cinema,,,One Night Surprise,,,
1432,What time does Kraken: Tentacles of the Deep play,,,,Kraken: Tentacles of the Deep,,,
1433,Where is the closest  cinema that features animated movies,cinema,,closest,,,animated movies,
1434,I'd like to watch The Holy Office at Cooper Foundation,,,,The Holy Office,Cooper Foundation,,
1435,what are the movietimes for films  in the neighbourhood,,,in the neighbourhood,,,films,
1436,what film to see at ArcLight Hollywood,,,,,ArcLight Hollywood,film,
1437,Which films are playing at Consolidated Theatres ?,,,,,Consolidated Theatres,films,
1438,Is The Mystical Adventures of Billy Owens playing at the closest  movie house,movie house,,closest,The Mystical Adventures of Billy Owens,,,
1439,"I'd like to watch movies  around here , can I see the movie schedules",,,around here,,,movies,movie schedules
1440,What are the movie schedules for movies showing in the neighbourhood ?,,,in the neighbourhood,,,movies,movie schedules
1441,Find a movie schedule for 12 hours from now .,,12 hours from now,,,,,movie schedule
1442,Find movie times for films  in the area .,,,in the area,,,films,movie times
1443,Which cinema is showing A Dedicated Life starting at eleven PM,cinema,eleven PM,,A Dedicated Life,,,
1444,What's today's movie schedule,,,,,,,movie schedule
1445,Find movie schedules .,,,,,,,movie schedules
1446,Find movie schedules for movies  around here at nineteen o'clock .,,nineteen o'clock,around here,,,movies,movie schedules
1447,Give me the local movie times .,,,,,,,movie times
1448,movie schedule at Cinemark Theatres,,,,,Cinemark Theatres,,movie schedule
1449,show me movie times for Southern Theatres,,,,,Southern Theatres,,movie times
1450,What films are playing now at the General Cinema Corporation,,now,,,General Cinema Corporation,films,
1451,Can I get showtimes for films  in the neighborhood .,,,in the neighborhood,,,films,
1452,Find the schedule for Rare Birds at the nearest  movie theatre at Noon .,movie theatre,Noon,nearest,Rare Birds,,,schedule
1453,What movies are playing at Mann Theatres,,,,,Mann Theatres,movies,
1454,what time is The Challenge showing at the local movie house,movie house,,,The Challenge,,,
1455,Find movie schedules for nearby  films .,,,nearby,,,films,movie schedules
1456,show movie schedule  in the neighbourhood  films at five hours from now,,five hours from now,in the neighbourhood,,,films,movie schedule
1457,What is the movie schedule for General Cinema Corporation ?,,,,,General Cinema Corporation,,movie schedule
1458,find a nearby  movie schedules for movies,,,nearby,,,movies,movie schedules
1459,Show me movie times at Harkins Theatres .,,,,,Harkins Theatres,,movie times
1460,show nearest  movie theatre to watch Black Jesus,movie theatre,,nearest,Black Jesus,,,
1461,What movies are playing at AMC Theatres ?,,,,,AMC Theatres,movies,
1462,When is That Forward Center Died at Dawn playing at the closest  cinema ?,cinema,,closest,That Forward Center Died at Dawn,,,
1463,Please give me the movie schedule for Pacific Theatres,,,,,Pacific Theatres,,movie schedule
1464,Show me movie schedule for animated movie  around here at eleven a.m.,,eleven a.m.,around here,,,animated movie,movie schedule
1465,Please give me information on when Prisoner of Zenda will be shown.,,,,Prisoner of Zenda,,,
1466,find Mysterious Castles of Clay,,,,Mysterious Castles of Clay,,,
1467,Show the movie schedule and movies  around here,,,around here,,,movies,movie schedule
1468,Where is the closest  movie theatre that is playing movies  now,movie theatre,now,closest,,,movies,
1469,Whens the next showing of The Game of Their Lives,,,,The Game of Their Lives,,,
1470,what's the closest  movie house showing The Hard Way,movie house,,closest,The Hard Way,,,
1471,What cinema is playing Great Guy ,cinema,,,Great Guy,,,
1472,Find movie times for close by  films .,,,close by,,,films,movie times
1473,Where is My Dearest Enemy playing,,,,My Dearest Enemy,,,
1474,Find the schedule for Without Witness  twenty two hours from now .,,twenty two hours from now,,Without Witness,,,schedule
1475,movie schedules for Neighborhood Cinema Group,,,,,Neighborhood Cinema Group,,movie schedules
1476,What is the movie times for General Cinema Corporation,,,,,General Cinema Corporation,,movie times
1477,What Are the showings for The Natural History of Parking Lots  movie house,movie house,,,The Natural History of Parking Lots,,,
1478,What is the movie schedule at Cineplex Odeon Corporation  12 hours from now,,12 hours from now,,,Cineplex Odeon Corporation,,movie schedule
1479,where is The Country Bears playing,,,,The Country Bears,,,
1480,is Ce cher intrus at IMAX Corporation,,,,Ce cher intrus,IMAX Corporation,,
1481,What time is Trouble Every Day playing,,,,Trouble Every Day,,,
1482,What are the movie times ?,,,,,,,movie times
1483,I want to see Dead Calm at the closest  cinema,cinema,,closest,Dead Calm,,,
1484,What time is the closet cinema playing movies the closest,cinema,,closest,,,movies,
1485,What time is Thick as Thieves playing at Santikos Theatres ?,,,,Thick as Thieves,Santikos Theatres,,
1486,When is Harassed being played at Plitt Theatres ?,,,,Harassed,Plitt Theatres,,
1487,What animated movies are playing at IMAX Corporation,,,,,IMAX Corporation,animated movies,
1488,Where can I get movie schedule,,,,,,,movie schedule
1489,When can I go see The Untold Story ?,,,,The Untold Story,,,
1490,Find me the showtimes for Until Death at the nearest  movie house .,movie house,,nearest,Until Death,,,
1491,What is the AMC Theaters  movie schedule ?,,,,,AMC Theaters,,movie schedule
1492,When is The Sea of Grass playing at the movie theatre,movie theatre,,,The Sea of Grass,,,
1493,Can i get the movie schedule for Megaplex Theatres .,,,,,Megaplex Theatres,,movie schedule
1494,What films are showing at three o'clock at the Neighborhood Cinema Group ?,,three o'clock,,,Neighborhood Cinema Group,films,
1495,in the neighborhood find movie times for movies,,,in the neighborhood,,,movies,movie times
1496,Find the schedule for Wenn Lucy springt  now at a movie theatre .,movie theatre,now,,Wenn Lucy springt,,,schedule
1497,Are there any films  around here,,,around here,,,films,
1498,Is Jack the Ripper playing in one hour at the nearest  movie house ?,movie house,in one hour,nearest,Jack the Ripper,,,
1499,when can i see We and Our Mountains,,,,We and Our Mountains,,,
1500,i want to watch The Shamrock Handicap right now,,now,,The Shamrock Handicap,,,
1501,Is Cradle Robbers playing at the nearest  movie theatre,movie theatre,,nearest,Cradle Robbers,,,
1502,What is the movie schedule for the movies that are playing nearby ?,,,nearby,,,movies,movie schedule
1503,"find Good Night, and Good Luck at a Cinemark Theatres",,,,"Good Night, and Good Luck",Cinemark Theatres,,
1504,Find the movie schedule for animated movies  in the area .,,,in the area,,,animated movies,movie schedule
1505,Can you pull up a movie schedule for me?,,,,,,,movie schedule
1506,What is the movie schedule for animated movies  in the area,,,in the area,,,animated movies,movie schedule
1507,whats the movie schedule for movies  nearby,,,nearby,,,movies,movie schedule
1508,I'd like to know when I can see The Taking of Flight 847: The Uli Derickson Story at Amco Entertainment .,,,,The Taking of Flight 847: The Uli Derickson Story,Amco Entertainment,,
1509,What movies are playing at Southern Theatres,,,,,Southern Theatres,movies,
1510,What films are going to be playing at Harkins Theatres at zero a.m. ?,,zero a.m.,,,Harkins Theatres,films,
1511,What are movie times for movies playing in the neighborhood ?,,,in the neighborhood,,,movies,movie times
1512,What time is Scream of Stone playing,,,,Scream of Stone,,,
1513,What are the movie times for movies premiering in the neighbourhood ,,,in the neighbourhood,,,movies,movie times
1514,Give me the showtime for Bobby Yeah playing at the cinema,cinema,,,Bobby Yeah,,,
1515,Find movie times .,,,,,,,movie times
1516,"find the nearest  movie house showing Good Morning, Babylon",movie house,,nearest,"Good Morning, Babylon",,,
1517,What animated movies are playing in thirteen hours at the closest  movie theatre,movie theatre,in thirteen hours,closest,,,animated movies,
1518,When is One Sunday Morning scheduled to be played?,,,,One Sunday Morning,,,
1519,find Cinemark Theatres with films,,,,,Cinemark Theatres,films,
1520,What time is Stranger in Town playing at the nearest  cinema ?,cinema,,nearest,Stranger in Town,,,
