,text,served_dish,facility,timeRange,spatial_relation,restaurant_type,party_size_number,sort,cuisine,city,country,party_size_description,poi,restaurant_name,state
1246,Reserve me seating midday at Bear Hotel,,,midday,,,,,,,,,,Bear Hotel,
1247,Book a restaurant  near the City of Wakefield for 5 people.,,,,near,restaurant,5,,,,,,City of Wakefield,,
1248,Book a table for two in Oklahoma,,,,,,two,,,,,,,,Oklahoma
1249,book me a restaurant in Guadeloupe,,,,,restaurant,,,,,Guadeloupe,,,,
1250,Find me a table for 8 people at a nearby  AL  restaurant  one minute from now .,,,one minute from now,nearby,restaurant,8,,,,,,,,AL
1251,"book in West Palm Beach for glenda, lois and tamra at a nearby  restaurant serving puglia",,,,nearby,restaurant,,,puglia,West Palm Beach,,"glenda, lois and tamra",,,
1252,I need a table at a restaurant in Ireland serving kouglof,kouglof,,,,restaurant,,,,,Ireland,,,,
1253,"Find me a bar in Eagle Pass , Vermont that serves noodle dishes, that will take reservations for 2/21/2021 .",noodle,,2/21/2021,,bar,,,,Eagle Pass,,,,,Vermont
1254,"Book a table for ida, monica and etta at Cold Spring Tavern in MD",,,,,,,,,,,"ida, monica and etta",,Cold Spring Tavern,MD
1255,Book reservations at a highly rated  bar on 11/23/2031,,,11/23/2031,,bar,,highly rated,,,,,,,
1256,book a stuffed ham serving pizzeria in Independence Corner,stuffed ham,,,,pizzeria,,,,Independence Corner,,,,,
1257,book a brasserie with parking for 1,,parking,,,brasserie,1,,,,,,,,
1258,I want to book a table at a nearby  restaurant in Andorra for me and my kids .,,,,nearby,restaurant,,,,,Andorra,me and my kids,,,
1259,I really need a top-rated  restaurant that can seat 3 people in 1 minute from now.,,,in 1 minute,,restaurant,3,top-rated,,,,,,,
1260,Book a churrascaria restaurant that serves spring rolls for one person.,spring rolls,,,,churrascaria restaurant,one,,,,,,,,
1261,Book reservations at a restaurant for me and my ex husband in West Virginia,,,,,restaurant,,,,,,me and my ex husband,,,West Virginia
1262,Make me a reservation for a party of 2,,,,,,2,,,,,,,,
1263,book a diner for 1 in Green Isle,,,,,diner,1,,,Green Isle,,,,,
1264,book fast food that is highly rated,,,,,fast food,,highly rated,,,,,,,
1265,me and katharine would like to go eat at Jan. 22nd in IA,,,Jan. 22nd,,,,,,,,me and katharine,,,IA
1266,book Main Deli Steak House on february 13 in Serbia and Montenegro,,,february 13,,,,,,,Serbia and Montenegro,,,Main Deli Steak House,
1267,I want tables for 6 at a kosher  steakhouse  around  Kosovo,,,,around,steakhouse,6,,kosher,,Kosovo,,,,
1268,I need to book a restaurant that serves sundanese in Bonaire for 7,,,,,restaurant,7,,sundanese,,Bonaire,,,,
1269,Book a taverna that serves bengali for six at five,,,five,,taverna,six,,bengali,,,,,,
1270,I'm looking to book a table at a gastropub that serves vegetarian for me and my team,,,,,gastropub,,,vegetarian,,,me and my team,,,
1271,Please book me a table at a food court  faraway from Saint Kitts and Nevis .,,,,faraway,food court,,,,,Saint Kitts and Nevis,,,,
1272,I want to book a table at The Commons Restaurant in South Pekin  New Hampshire for a party of 10 on january the 24th,,,january the 24th,,,10,,,South Pekin,,,,The Commons Restaurant,New Hampshire
1273,Book a restaurant in Bouchon for 1,,,,,restaurant,1,,,,,,,Bouchon,
1274,book a restaurant for 5,,,,,restaurant,5,,,,,,,,
1275,book a spot at a crab  restaurant,crab,,,,restaurant,,,,,,,,,
1276,Book a reservation at a restaurant  nearby  their airbnb,,,,nearby,restaurant,,,,,,,their airbnb,,
1277,Book a reservation for Louisiana Fried Chicken  this winter in Taiwan,,,this winter,,,,,,,Taiwan,,,Louisiana Fried Chicken,
1278,book a restaurant in HI,,,,,restaurant,,,,,,,,,HI
1279,I want to book a bar in Bonaparte  Palau .,,,,,bar,,,,Bonaparte,,,,,Palau
1280,Can you make reservations at a tea house that serves fettucine ?,fettucine,,,,tea house,,,,,,,,,
1281,I want to book Meriton Grand Hotel Tallinn in New Jersey for four people.,,,,,,four,,,,,,,Meriton Grand Hotel Tallinn,New Jersey
1282,I want a table for eight in Yakima  Rhode Island,,,,,,eight,,,Yakima,,,,,Rhode Island
1283,Book a reservation for a restaurant serving wontons for ten people in Leopold,wontons,,,,restaurant,ten,,,Leopold,,,,,
1284,book at Tavern on the Green for in 1 minute in CO,,,in 1 minute,,,,,,,,,,Tavern on the Green,CO
1285,Book a reservation for a party of four  within the same area of Districts of Sweden,,,,within the same area,,four,,,,,,Districts of Sweden,,
1286,I need to reserve a table for me and my mom at the nearest restaurant in the state of MH .,,,,,restaurant,,,,,,me and my mom,,,MH
1287,set an reservation for a party of eight at the bar on 8/8/2039,,,8/8/2039,,bar,eight,,,,,,,,
1288,Book me a table for two in Oakes .,,,,,,two,,,Oakes,,,,,
1289,I need to book a table for 6 people at Montreal Pool Room in Croatia .,,,,,,6,,,,Croatia,,,Montreal Pool Room,
1290,"Reserve a table in Top of the Mark  Lambertville , Vermont .",,,,,,,,,Lambertville,,,,Top of the Mark,Vermont
1291,"I'm going to Herkimer and want some liver and onions and I need a table for bessie, antonia and lisa at a cafe around 10 AM",liver and onions,,10 AM,,cafe,,,,Herkimer,,"bessie, antonia and lisa",,,
1292,book a restaurant for november 19,,,november 19,,restaurant,,,,,,,,,
1293,Reserve a table at a restaurant with wifi in France,,wifi,,,restaurant,,,,,France,,,,
1294,Can you make reservations for two people somewhere distant from Sutphin Blvd,,,,distant,,two,,,,,,Sutphin Blvd,,
1295,"I need a table at somewhere within walking distance of NV on november the 24th, 2027",,,"november the 24th, 2027",within walking distance,,,,,,,,,,NV
1296,I need to book a trop̩zienne  restaurant  six hours from now,trop̩zienne,,six hours from now,,restaurant,,,,,,,,,
1297,I need a table in your position at churrascaria for a hot dog  in the same area,hot dog,,,in the same area,churrascaria,,,,,,,your position,,
1298,Book a table at Crown Candy Kitchen for lacy and I,,,,,,,,,,,lacy and I,,Crown Candy Kitchen,
1299,Book at table at a brasserie which serves padangnese food.,,,,,brasserie,,,padangnese,,,,,,
1300,I need to book a table for five at the Crooked House of Windsor .,,,,,,five,,,,,,,Crooked House of Windsor,
1301,make a reservation for 9 at a brasserie with parking,,parking,,,brasserie,9,,,,,,,,
1302,book a table today at a steakhouse for eight that serves sashimi,sashimi,,today,,steakhouse,eight,,,,,,,,
1303,I need a table at a cafe that serves baeckeoffe,baeckeoffe,,,,cafe,,,,,,,,,
1304,"Book a reservation for 1 at PM Park, Clear Lake, Iowa in Mongolia  in 1 hour",,,in 1 hour,,,1,,,,Mongolia,,,"PM Park, Clear Lake, Iowa",
1305,Book a restaurant in CA for my parents and I on oct. the seventeenth,,,oct. the seventeenth,,restaurant,,,,,,my parents and I,,,CA
1306,Book a table for a party of twelve in Lewisville  AMerican Samoa for a party of 7 at the Ballachulish House,,,twelve,,,7,,,Lewisville,,,,Ballachulish House,AMerican Samoa
1307,I need a table in Iron Gates  in one minute at the Weathervane Restaurant,,,in one minute,,,,,,Iron Gates,,,,Weathervane Restaurant,
1308,I need a table booking for a highly rated  sardinian  pub .,,,,,pub,,highly rated,sardinian,,,,,,
1309,Book a restaurant in seven in Fort McKinley,,,,,restaurant,seven,,,Fort McKinley,,,,,
1310,Book a table for three at a restaurant in Louisiana,,,,,restaurant,three,,,,,,,,Louisiana
1311,I'd like a table for 3 at an outdoor  restaurant,,outdoor,,,restaurant,3,,,,,,,,
1312,Book a popular  restaurant for two which is distant from Avalon .,,,,distant,restaurant,two,popular,,,,,Avalon,,
1313,"book Guenther House for 6 on Oct. 24, 2035 in Waddy",,,"Oct. 24, 2035",,,6,,,Waddy,,,,Guenther House,
1314,Find a table for 2 at a restaurant in Saint Vincent and the Grenadines,,,,,restaurant,2,,,,Saint Vincent and the Grenadines,,,,
1315,book cornelia and bettie a table at a brasserie restaurant in Colombia,,,,,brasserie restaurant,,,,,Colombia,cornelia and bettie,,,
1316,book a spot for my colleague and I at a pizzeria with a pool in Owings Mills  Wisconsin,,pool,,,pizzeria,,,,Owings Mills,,my colleague and I,,,Wisconsin
1317,I'd like to eat english cuisine at a restaurant in Ettrick,,,,,restaurant,,,english,Ettrick,,,,,
1318,reserve a table for two at the restaurant at 9 pm,,,9 pm,,restaurant,two,,,,,,,,
1319,book for my girlfriend and I for truffade at a gastropub in West Virginia,truffade,,,,gastropub,,,,,,my girlfriend and I,,,West Virginia
1320,I need a table for six pm for me and my step daughter at Cafe Rouge,,,six pm,,,,,,,,me and my step daughter,,Cafe Rouge,
1321,Book a restaurant for 7 people.,,,,,restaurant,7,,,,,,,,
1322,Book a table for nine people in NJ .,,,,,,nine,,,,,,,,NJ
1323,"In Apr. , I'd like to eat at a pub  Manack  Montana with 4 people",,,Apr.,,pub,4,,,Manack,,,,,Montana
1324,Book a tavern in Rhode Island that serves saucisse .,saucisse,,,,tavern,,,,,,,,,Rhode Island
1325,On 10/14/2026 I have two people to eat at Coney Island Hot Dog Stand,,,10/14/2026,,,two,,,,,,,Coney Island Hot Dog Stand,
1326,I want to book a restaurant for nine with wifi,,wifi,,,restaurant,nine,,,,,,,,
1327,I want to book a close  restaurant in SC for seven,,,,close,restaurant,seven,,,,,,,,SC
1328,I need a reservation for four at a restaurant,,,,,restaurant,four,,,,,,,,
1329,I need a reservation for four minutes from now for 3 people in the Falkland Islands,,,four minutes from now,,,3,,,,Falkland Islands,,,,
1330,Book a restaurant in Delhi  Arkansas for three people.,,,,,restaurant,three,,,Delhi,,,,,Arkansas
1331,I need a dinner reservation in three months for a restaurant in Hills and Dales .,,,in three months,,restaurant,,,,Hills and Dales,,,,,
1332,Find a table at a bar for milagros and I in Mount Pocono,,,,,bar,,,,Mount Pocono,,milagros and I,,,
1333,"Book something for my girlfriend and I at a food truck that has pizzas in Brookwood on October fifteenth, 2020",pizzas,,"October fifteenth, 2020",,food truck,,,,Brookwood,,my girlfriend and I,,,
1334,"renee sanders, marlene and jewel want to go to a gastropub in the spa",,spa,,,gastropub,,,,,,"renee sanders, marlene and jewel",,,
1335,Make me a reservation at a delicatessen that serves tofy for a party of four in AZ,tofy,,,,delicatessen,four,,,,,,,,AZ
1336,Need a table within the same area as Beach 105th St for a party of 6 ,,,,within the same area,,6,,,,,,Beach 105th St,,
1337,"on April the twenty-seventh, 2022 , I'd like to make reservations at a spanish  diner .",,,"April the twenty-seventh, 2022",,diner,,,spanish,,,,,,
1338,book a spot in Netherlands Antilles,,,,,,,,,,Netherlands Antilles,,,,
1339,book a food truck for greek food for 7,,,,,food truck,7,,greek,,,,,,
1340,"me and terrie need a table at a bar in Hypoluxo , UT",,,,,bar,,,,Hypoluxo,,me and terrie,,,UT
1341,I want to find parking next to a restaurant for 10,,parking,,,restaurant,10,,,,,,,,
1342,I need to book a table for three at a restaurant in South Sudan ,,,,,restaurant,three,,,,South Sudan,,,,
1343,I need a reservation for a brasserie place for a party of two,,,,,brasserie,two,,,,,,,,
1344,Book a table at a cuban  pub for 5 pm for a party of 7 in Virginia .,,,5 pm,,pub,7,,cuban,,,,,,Virginia
1345,I'd like to visit a pizzeria with a pool at fourteen o'clock .,,pool,fourteen o'clock,,pizzeria,,,,,,,,,
1346,I want to book a restaurant for eight in Harding .,,,,,restaurant,eight,,,Harding,,,,,
1347,book four people at a Madagascar  bar,,,,,bar,four,,,,Madagascar,,,,
1348,Make a reservation for 8 at a diner that serves haystack,haystack,,,,diner,8,,,,,,,,
1349,I'd like to eat within the same area of Lawrence St for a party of one,,,,within the same area,,one,,,,,,Lawrence St,,
1350,table for 4 in Sparks,,,,,,4,,,Sparks,,,,,
1351,book in Vermont at The Maisonette,,,,,,,,,,,,,The Maisonette,Vermont
1352,Where is Chips in Crouch,,,,,,,,,Crouch,,,,Chips,
1353,reserve a smoking room at the restaurant,,smoking room,,,restaurant,,,,,,,,,
1354,Book a table for four around midnight in Saint Pierre and Miquelon .,,,midnight,,,four,,,,Saint Pierre and Miquelon,,,,
1355,Book the Great House at Sonning  distant from Gun Hill Rd .,,,,distant,,,,,,,,Gun Hill Rd,Great House at Sonning,
1356,I need to book the best  food court in within the same area as OK that serves persian food for my ex husband and I,,,,within the same area,food court,,best,persian,,,my ex husband and I,,,OK
1357,Book a restaurant  in one minute for five people in Canal Fulton .,,,in one minute,,restaurant,five,,,Canal Fulton,,,,,
1358,I want to book seats for 2 at churrascaria using the internet,,internet,,,churrascaria,2,,,,,,,,
1359,book a joint for Feb. the seventh in Oklahoma  within walking distance for six that is highly rated,,,Feb. the seventh,within walking distance,joint,six,highly rated,,,,,,,Oklahoma
1360,Make a reservation for 7 people at a gastropub on Isle of Man .,,,,,gastropub,7,,,,Isle of Man,,,,
1361,Book a brasserie for me and my team at four am,,,four am,,brasserie,,,,,,me and my team,,,
1362,Book reservations at a tea house with esperanza and tommie  now,,,now,,tea house,,,,,,esperanza and tommie,,,
1363,book a bar in San Marino for five,,,,,bar,five,,,,San Marino,,,,
1364,I need a table in West Virginia for me and my baby at Jacob Wirth Restaurant,,,,,,,,,,,me and my baby,,Jacob Wirth Restaurant,West Virginia
1365,"Reserve a table for nine people at a caribbean  restaurant in White Creek , Utah .",,,,,restaurant,nine,,caribbean,White Creek,,,,,Utah
1366,book a restaurant for five in karnataka,,,,,restaurant,five,,karnataka,,,,,,
1367,in a week make a reservation for a table of 7 in District Of Columbia,,,in a week,,,7,,,,,,,,District Of Columbia
1368,book me a restaurant,,,,,restaurant,,,,,,,,,
1369,I want to book a table for a party of 4 at a taverna  next spring .,,,next spring,,taverna,4,,,,,,,,
1370,need a table at a highly rated  restaurant  within walking distance from downtown for luisa and I,,,,within walking distance,restaurant,,highly rated,,,,luisa and I,downtown,,
1371,book a southeastern brazilian cusinie pub,,,,,pub,,,southeastern brazilian,,,,,,
1372,Book the Atomic Cafe for ten people.,,,,,,ten,,,,,,,Atomic Cafe,
1373,Book a restaurant in FL in the city of Lochearn for my step son and I,,,,,restaurant,,,,Lochearn,,my step son and I,,,FL
1374,"Book a pub for two on jan. first, 2037 .",,,"jan. first, 2037",,pub,two,,,,,,,,
1375,restaurant named The Palm in Tennyson  MI,,,,,restaurant,,,,Tennyson,,,,The Palm,MI
1376,I need a table for four at ten PM . in Dodge Park,,,ten PM,,,four,,,Dodge Park,,,,,
1377,Book me a table at the highly rated  cafeteria in Federated States Of Micronesia,,,,,cafeteria,,highly rated,,,,,,,Federated States Of Micronesia
1378,Book a table at the Montreal Pool Room in North Carolina for 7 AM,,,7 AM,,,,,,,,,,Montreal Pool Room,North Carolina
1379,Book something at a highly rated and distant  cafe in Kazakhstan for two on April 21,,,April 21,distant,cafe,two,highly rated,,,Kazakhstan,,,,
1380,I'd like to book a restaurant that serves p̫chouse in Rocksprings .,p̫chouse,,,,restaurant,,,,Rocksprings,,,,,
1381,Please make reservations for me and my roommate somewhere in Bouvet Island,,,,,,,,,,Bouvet Island,me and my roommate,,,
1382,Book me a table at a romanian  brasserie in Rixford,,,,,brasserie,,,romanian,Rixford,,,,,
1383,book me a bar that has chicken fried bacon in Vermont,chicken fried bacon,,,,bar,,,,,,,,,Vermont
1384,"I need to book a table at a bar in Micronesia for tia, madeline and estela",,,,,bar,,,,,Micronesia,"tia, madeline and estela",,,
1385,Please make reservations in Yeager for seven am at a highly rated  indian  brasserie,,,seven am,,brasserie,,highly rated,indian,Yeager,,,,,
1386,me and my father in law want go eat gratin at a restaurant,gratin,,,,restaurant,,,,,,me and my father in law,,,
1387,book a manadonese  restaurant for two,,,,,restaurant,two,,manadonese,,,,,,
1388,book a table for 3 in Macao,,,,,,3,,,,Macao,,,,
1389,"I'm looking to bring shawn, marguerite and della to a place to eat at near  Rwanda .",,,,near,,,,,,Rwanda,"shawn, marguerite and della",,,
1390,book a spot at a tsipouro  restaurant in Connecticut,,,,,restaurant,,,tsipouro,,,,,,Connecticut
1391,Book a reservation for 9 people at a roman  pizzeria,,,,,pizzeria,9,,roman,,,,,,
1392,I'd like to eat at a popular  brasserie in Chile with a party of 5,,,,,brasserie,5,popular,,,Chile,,,,
1393,I need a reservation for Little Grill Collective for supper with eight people,,,supper,,,eight,,,,,,,Little Grill Collective,
1394,"I want to eat a a brasserie that serves muffuletta , where can I get a reservation?",muffuletta,,,,brasserie,,,,,,,,,
