,text,playlist,entity_name,music_item,playlist_owner,artist
1361,Please include danni bassan in my  Perfect Concentration,Perfect Concentration,,,my,danni bassan
1362,add this album by Bruce Dickinson onto top entrevistas  my playlist,top entrevistas,,album,my,Bruce Dickinson
1363,Add an artist to my playlist Domingo Indie,Domingo Indie,,artist,my,
1364,Add George Thorogood to el mejor rock en espaÃ±ol,el mejor rock en espaÃ±ol,,,,George Thorogood
1365,Add Sifow to my  Skatepark Punks playlist,Skatepark Punks,,,my,Sifow
1366,Add the name cry like a baby to my  a mis niÃ±os de 30 playlist,a mis niÃ±os de 30,cry like a baby,,my,
1367,Add no more sorrow to Ultra Metal,Ultra Metal,no more sorrow,,,
1368,add artist  rob dougan to electroNOW,electroNOW,,artist,,rob dougan
1369,add Fred Knoblock to my  lo-fi love playlist,lo-fi love,,,my,Fred Knoblock
1370,add album to bajo las estrellas,bajo las estrellas,,album,,
1371,add this album to my  just dance by aftercluv playlist,just dance by aftercluv,,album,my,
1372,Add lapponia to my  flamenco pa ti playlist.,flamenco pa ti,lapponia,,my,
1373,Add Ace Hood to the this is aretha franklin playlist.,this is aretha franklin,,,,Ace Hood
1374,Go to my  all out 00s and add brian wilson,all out 00s,,,my,brian wilson
1375,Add to my playlist house afterwork this tune,house afterwork,,tune,my,
1376,Add another song to the country playlist.,country,,song,,
1377,add Chris Walla to Trabajo Relax,Trabajo Relax,,,,Chris Walla
1378,Add the album to the fantasÃ­a playlist,fantasÃ­a,,album,,
1379,add Georgetown University Alma Mater to my  evening acoustic playlist,evening acoustic,Georgetown University Alma Mater,,my,
1380,Add robert nighthawk to Novedades Pop,Novedades Pop,,,,robert nighthawk
1381,add tune by Leonard Cohen to road trip,road trip,,tune,,Leonard Cohen
1382,Add this album to Trotamundos,Trotamundos,,album,,
1383,Place this tune in workout remix,workout remix,,tune,,
1384,add this song to cleaning,cleaning,,song,,
1385,Add the crabfish to my playlist called The Sleep Machine Rainforest,The Sleep Machine Rainforest,the crabfish,,my,
1386,Add this tune to The Refugee Playlist,The Refugee Playlist,,tune,,
1387,Add this artist to gretchen's  Soul Revived playlist,Soul Revived,,artist,gretchen's,
1388,add gabrial mcnair to my  Love In Paris list,Love In Paris,,,my,gabrial mcnair
1389,add this tune to my  Party Â¡Fiesta,Party Â¡Fiesta,,tune,my,
1390,Add como un tatuaje to my  hits of the 70s playlist,hits of the 70s,como un tatuaje,,my,
1391,Add nitti to my  family favorites playlist,family favorites,,,my,nitti
1392,I want to add Indestructible to my playlist a mis niÃ±os de 30,a mis niÃ±os de 30,Indestructible,,my,
1393,put this tune on my  Nothing But A Party R&B playlist,Nothing But A Party R&B,,tune,my,
1394,Add tune to my  Is It New Wave,Is It New Wave,,tune,my,
1395,add dwele to marguerite's  eurovision 2016 playlist,eurovision 2016,,,marguerite's,dwele
1396,please put the artist  Matt McKenna in my  This Is Shakira playlist,This Is Shakira,,artist,my,Matt McKenna
1397,Add a song to my playlist a peaceful rush hour,a peaceful rush hour,,song,my,
1398,add song in playlist Metal Monday,Metal Monday,,song,,
1399,add List of Rush instrumentals to This Is Lady Antebellum,This Is Lady Antebellum,List of Rush instrumentals,,,
1400,Can you put live in detroit on the playlist Peaceful Piano,Peaceful Piano,live in detroit,,,
1401,put artist  Serenata onto my  Massive Soca Hits list,Massive Soca Hits,,artist,my,Serenata
1402,The road trip playlist needs justin utley in it.,road trip,,,,justin utley
1403,add this album to tgif,tgif,,album,,
1404,Add inconfundible to the piano in the background playlist.,piano in the background,inconfundible,,,
1405,put artist  Emre Aydin on Happy Birthday playlist,Happy Birthday,,artist,,Emre Aydin
1406,Add julian taylor to my  latin dance cardio list,latin dance cardio,,,my,julian taylor
1407,add dimitri fampas 's song to my  focus now,focus now,,song,my,dimitri fampas
1408,add this artist to the playlist cool jazz,cool jazz,,artist,,
1409,Add daniel zueras to lush vibes,lush vibes,,,,daniel zueras
1410,Add this album to my  Adrenaline Workout .,Adrenaline Workout,,album,my,
1411,add tune to my playlist picnic in the park,picnic in the park,,tune,my,
1412,Add Joe McPhee to my  picnic in the park play list,picnic in the park,,,my,Joe McPhee
1413,Add another tune to my  verano playlist.,verano,,tune,my,
1414,The ultimate 90s needs avant que lâombre Ã  bercy in it.,ultimate 90s,avant que lâombre Ã  bercy,,,
1415,input this album onto my  All Things Post list,All Things Post,,album,my,
1416,Add this song to my  Indie Acoustic playlist,Indie Acoustic,,song,my,
1417,add the artist to my  indietronic playlist,indietronic,,artist,my,
1418,put jim fairchild onto spotlight spain 2016,spotlight spain 2016,,,,jim fairchild
1419,add robin trower to feminist friday playlist,feminist friday,,,,robin trower
1420,Can this song get added to lunchtime ?,lunchtime,,song,,
1421,Add shot forth self living to my  Folk Metal Warriors playlist.,Folk Metal Warriors,shot forth self living,,my,
1422,add Black Ribbons to the autumn playlis,autumn,Black Ribbons,,,
1423,add lil armstrong to my  Adrenaline Workout playlist,Adrenaline Workout,,,my,lil armstrong
1424,add Vicky Leandros to my  piano ballads playlist,piano ballads,,,my,Vicky Leandros
1425,I want to add michelle heaton to this is chopin,this is chopin,,,,michelle heaton
1426,Add Banana Republic to my  this is puccini playlist,this is puccini,Banana Republic,,my,
1427,please put Linzi Stoppard into my  sxsw fresh playlist,sxsw fresh,,,my,Linzi Stoppard
1428,add the track by josh kear to myra's playlist with the name highway 61,highway 61,,track,myra's,josh kear
1429,Put The Broken Wave on lo mÃ¡s dance,lo mÃ¡s dance,The Broken Wave,,,
1430,Add elastic love to This Is Stormzy,This Is Stormzy,elastic love,,,
1431,add track to my  global top 50 ,global top 50,,track,my,
1432,Add david cole to an instrumental sunday,an instrumental sunday,,,,david cole
1433,add an album in Guitar Hero Live Playlist,Guitar Hero Live Playlist,,album,,
1434,put Edwyn Collins onto my  Trabajo Relax playlist,Trabajo Relax,,,my,Edwyn Collins
1435,please add moon river to my  metalcore playlist,metalcore,moon river,,my,
1436,The workout playlist needs more chris cross,workout,,,,chris cross
1437,Add kylie minogue to my  novedades viernes sudamÃ©rica playlist.,novedades viernes sudamÃ©rica,,,my,kylie minogue
1438,Add some jim diamond to peace,peace,,,,jim diamond
1439,Add a song by Takahito Eguchi to my  guest list polygon playlist.,guest list polygon,,song,my,Takahito Eguchi
1440,Add this song to my  cleaning the house playlist,cleaning the house,,song,my,
1441,add eric johnson  song to my  The Refugee Playlist playlist,The Refugee Playlist,,song,my,eric johnson
1442,add Armen Movsessian to this is skepta playlist,this is skepta,,,,Armen Movsessian
1443,Put this artist on instrumental study playlist,instrumental study,,artist,,
1444,Add this tune to my  Bedroom Jams playlist,Bedroom Jams,,tune,my,
1445,Add this album to my  hot house playlist,hot house,,album,my,
1446,Add Showcase in a Suitcase to the chill out playlist.,chill out,Showcase in a Suitcase,,,
1447,Add Yma Sumac to this is animal collective,this is animal collective,,,,Yma Sumac
1448,Add an album to the DÃ­as de FrÃ­o playlist.,DÃ­as de FrÃ­o,,album,,
1449,add the tune by misato watanabe to the Trapeo playlist,Trapeo,,tune,,misato watanabe
1450,Please add carmel to my  lunchtime playlist.,lunchtime,,,my,carmel
1451,add this artist to my  this is miguel bosÃ© playlist,this is miguel bosÃ©,,artist,my,
1452,add licorice mckechnie to just dance by aftercluv,just dance by aftercluv,,,,licorice mckechnie
1453,napoleon xiv should be added to sharlene's playlist transatlantic lullaby,transatlantic lullaby,,,sharlene's,napoleon xiv
1454,Can you add danny carey to my  masters of metal playlist,masters of metal,,,my,danny carey
1455,add artist to my playlist i love my 80's rollerdisco,i love my 80's rollerdisco,,artist,my,
1456,Add this tune to my  Top 100 Rock Tracks on Spotify,Top 100 Rock Tracks on Spotify,,tune,my,
1457,add this song to my  this is kevin johansen,this is kevin johansen,,song,my,
1458,Estelle should be on my  spring playlist,spring,,,my,Estelle
1459,Put the frl menke  song in my  comedy top tracks,comedy top tracks,,song,my,frl menke
1460,I need to add another track to my  cleaning playlist.,cleaning,,track,my,
1461,Add this track to my  Love Hurts playlist,Love Hurts,,track,my,
1462,Add Ashley McIsaac to my  r&b party classics playlist,r&b party classics,,,my,Ashley McIsaac
1463,Put this Lidell Townsell  track on esenciales,esenciales,,track,,Lidell Townsell
1464,add Ian Stuart Donaldson to canadian country,canadian country,,,,Ian Stuart Donaldson
1465,Add Igor Talkow to my  Women of K-Pop list,Women of K-Pop,,,my,Igor Talkow
1466,"add this album to my playlist named CafÃ©, Libros","CafÃ©, Libros",,album,my,
1467,Include Hermann Baumann in my  Texas Red Dirt list,Texas Red Dirt,,,my,Hermann Baumann
1468,add space cowboy to my  the funny thing about football is playlist,the funny thing about football is,,,my,space cowboy
1469,Put this artist onto the Chillin' on a Dirt Road playlist.,Chillin' on a Dirt Road,,artist,,
1470,Please add the singer Valery Kipelov to the Perfect Concentration list,Perfect Concentration,,,,Valery Kipelov
1471,put Hugh Masekela onto my  Music On Ibiza Guest List playlist,Music On Ibiza Guest List,,,my,Hugh Masekela
1472,Add the album to my  Heavy Gamer playlist.,Heavy Gamer,,album,my,
1473,Add a song to ultimate indie,ultimate indie,,song,,
1474,Add rev-raptor to 90s Indie,90s Indie,rev-raptor,,,
1475,add a song by Masayoshi Yamazaki to my  this is Los Fabulosos Cadillacs playlist,this is Los Fabulosos Cadillacs,,song,my,Masayoshi Yamazaki
1476,add keltech to my  70s road trip playlist,70s road trip,,,my,keltech
1477,I want to add Anna Semenovich to the dinner with friends playlist,dinner with friends,,,,Anna Semenovich
1478,Add bilal to winter,winter,,,,bilal
1479,move El Viaje de Copperpot into my  Emily Dickinson playlist,Emily Dickinson,El Viaje de Copperpot,,my,
1480,add songs tune in Reggae Infusions,Reggae Infusions,,tune,,
1481,add tune to African Heat,African Heat,,tune,,
1482,Add Rattus at the Roundhouse to my  funk playlist.,funk,Rattus at the Roundhouse,,my,
1483,add track by Monster Bobby to peace playlist,peace,,track,,Monster Bobby
1484,please put this tune into the All A Cappella playlist,All A Cappella,,tune,,
1485,Add Zos Kia Cultus to the This Is Philip Glass playlist.,This Is Philip Glass,Zos Kia Cultus,,,
1486,add Dying Mapa I to MÃ¡s Que Amigos,MÃ¡s Que Amigos,Dying Mapa I,,,
1487,put this track on Alok House Party playlist,Alok House Party,,track,,
1488,Add this track to my  Tropical Morning playlist,Tropical Morning,,track,my,
1489,my  tÃ© para tres needs Brave and Crazy added on.,tÃ© para tres,Brave and Crazy,,my,
1490,Add a song by Claude VonStroke to the under the surface playlist.,under the surface,,song,,Claude VonStroke
1491,Add tune to Bedroom Jams,Bedroom Jams,,tune,,
1492,Add exorcising ghosts to joy's  thrash attack playlist,thrash attack,exorcising ghosts,,joy's,
1493,"add Xenomania to operaciÃ³n bikini , please",operaciÃ³n bikini,,,,Xenomania
1494,add Curse  song to my playlist Guest List Engadget,Guest List Engadget,,song,my,Curse
1495,Can you put Musiri Subramania Iyer 's song onto the lo-fi love soundtrack?,lo-fi love,,song,,Musiri Subramania Iyer
1496,Add you put a move on my heart to the martin garrix show ,the martin garrix show,you put a move on my heart,,,
1497,add to my playlist Lazy Chill Afternoon  Nothing Can Stop Us,Lazy Chill Afternoon,Nothing Can Stop Us,,my,
1498,add Brian May to my  Reggae Infusions list,Reggae Infusions,,,my,Brian May
1499,I want 4813 added to my  Rhythm and Blues playlist,Rhythm and Blues,4813,,my,
1500,add this Rob Campanella  tune to psychedelic rock,psychedelic rock,,tune,,Rob Campanella
1501,Can you put this track onto classic jazz funk ?,classic jazz funk,,track,,
1502,I want these are the days added to my  spotlight spain 2016 playlist.,spotlight spain 2016,these are the days,,my,
1503,Add the patty patty sound to my  metal talks kreator playlist,metal talks kreator,the patty patty sound,,my,
1504,I want to add Black Ribbons to the i love my neo soul playlist,i love my neo soul,Black Ribbons,,,
1505,Add I Messed Up to Hit Rewind,Hit Rewind,I Messed Up,,,
1506,add rise of the infidels to my  bring back the 90s playlist,bring back the 90s,rise of the infidels,,my,
1507,Add song to Kids Workout,Kids Workout,,song,,
1508,I want to add this bon scott  song to my  Post-grunge list,Post-grunge,,song,my,bon scott
1509,add the artist  Todd Snider to my  Electro Latino playlist,Electro Latino,,artist,my,Todd Snider
1510,Add tune to Classical Intimate Dinner,Classical Intimate Dinner,,tune,,
1511,put this album on my  Wild Country playlist,Wild Country,,album,my,
1512,Can you put a song from tom jones on my  electronica & dance playlist,electronica & dance,,song,my,tom jones
1513,Add lisa m to my  guitar hero live playlist,guitar hero live playlist,,,my,lisa m
1514,put this Tripp Eisen  song on canta en la ducha,canta en la ducha,,song,,Tripp Eisen
1515,add this artist to romÃ¡ntica,romÃ¡ntica,,artist,,
1516,Want to add pacific ocean blues to the playlist named lunch,lunch,pacific ocean blues,,,
1517,add Desert Sessions to my  i love my 80's rollerdisco playlist,i love my 80's rollerdisco,,,my,Desert Sessions
1518,add Irish Heartbeat to my  Trapeo playlist,Trapeo,Irish Heartbeat,,my,
1519,Add artist to my  Texas Red Dirt playlist,Texas Red Dirt,,artist,my,
1520,Can you put freddie freeloader on the playlist instrumental madness,instrumental madness,freddie freeloader,,,
1521,add come on a cone to Power Walk playlist,Power Walk,come on a cone,,,
1522,Add this artist to my  grandes unplugged playlist,grandes unplugged,,artist,my,
1523,Put li yuchun 's album onto the kickass metal playlist.,kickass metal,,album,,li yuchun
1524,Add this album to jenifer's  mellow dinner playlist,mellow dinner,,album,jenifer's,
1525,add Joe Gibbs to my  The Bachelor Party playlist,The Bachelor Party,,,my,Joe Gibbs
1526,Add a tune to my  elrow Guest List,elrow Guest List,,tune,my,
1527,add peter banks to verano forever list,verano forever,,,,peter banks
1528,Add song to instrumental study,instrumental study,,song,,
1529,I'd like to put qriii onto songs to sing in the car .,songs to sing in the car,qriii,,,
1530,Put Pedro Navaja onto my  flamenco pa ti playlist.,flamenco pa ti,Pedro Navaja,,my,
1531,add thomas anders to my  crossroad blues,crossroad blues,,,my,thomas anders
1532,add zamiast burzy to Phunkadelic,Phunkadelic,zamiast burzy,,,
1533,I want to add a tune to my  spanish metalblood playlist,spanish metalblood,,tune,my,
1534,Add wastedagain to the wild & free workout playlist,wild & free workout,wastedagain,,,
1535,Add Tarkan to my  madrugando playlist,madrugando,,,my,Tarkan
