,text,timeRange,spatial_relation,geographic_poi,city,country,condition_description,current_location,condition_temperature,state
1386,What will the weather be in Worthington Springs ?,,,,Worthington Springs,,,,,
1387,What's the weather in Dazey,,,,Dazey,,,,,
1388,What will the weather be at nine am in HI ?,nine am,,,,,,,,HI
1389,"What's the forecase for Inverness on February 5th, 2031 ?","February 5th, 2031",,,Inverness,,,,,
1390,Is there rain in Afghanistan,,,,,Afghanistan,rain,,,
1391,Will the weather be the same  here  in one week  in the same area,in one week,in the same area,,,,,here,,
1392,"will there be hail in Dean Creek Wildlife Area on Feb. 25, 2031","Feb. 25, 2031",,Dean Creek Wildlife Area,,,hail,,,
1393,Give me weather information for Porcupine Mountains,,,Porcupine Mountains,,,,,,
1394,Will it be rainy  nine weeks from now  close to the Matlacha Pass National Wildlife Refuge,nine weeks from now,close,Matlacha Pass National Wildlife Refuge,,,rainy,,,
1395,Will it be raining one hundred thirty days from now ion Gobles  Canada,one hundred thirty days from now,,,Gobles,Canada,,,,
1396,Is there supposed to be snowfall at zero o'clock at Parc national Alerce Andino or anywhere distant,zero o'clock,distant,Parc national Alerce Andino,,,snowfall,,,
1397,what is the Lualualei forecast for one minute from now,one minute from now,,,Lualualei,,,,,
1398,Will it be freezing  nearby  Thap Lan National Park at 4 pm,4 pm,nearby,Thap Lan National Park,,,,,freezing,
1399,"What's the weather forecast for Aug. 8, 2020 at my current location ?","Aug. 8, 2020",,,,,,current location,,
1400,What's the weather forecast for next week at my current position ?,next week,,,,,,current position,,
1401,"Will there be a storm in Palm City , WV ?",,,,Palm City,,storm,,,WV
1402,What is the humidity in Missouri City  SC,,,,Missouri City,,humidity,,,SC
1403,Is it hotter  here,,,,,,,here,hotter,
1404,"Give me the weather forecast in Pleasant Dale , Alaska starting in 19:52",19:52,,,Pleasant Dale,,,,,Alaska
1405,Will it be hot during Winter ?,,,,Winter,,,,hot,
1406,What is the weather forecast in nine months  within walking distance of Ohio,in nine months,within walking distance,,,,,,,Ohio
1407,I want food in Zaleski,,,,Zaleski,,,,,
1408,What's the weather in twenty five days in Hagerman National Wildlife Refuge,in twenty five days,,Hagerman National Wildlife Refuge,,,,,,
1409,what is the forecast for 6 am in Aruba,6 am,,,,Aruba,,,,
1410,At thirteen  hundred  hours what will the weather be on Ghana ?,hours,,,,Ghana,,,,
1411,Is it chilly in Alaska,,,,,,,,chilly,Alaska
1412,What is weather in Azerbaijan  16 seconds from now,16 seconds from now,,,,Azerbaijan,,,,
1413,Is it chillier  here,,,,,,,here,chillier,
1414,What is the temperate in Seattle Heights and Slovenia at seven pm .,seven pm,,,Seattle Heights,Slovenia,,,temperate,
1415,"How is the weather going to be this week in Roseau , IA .",this week,,,Roseau,,,,,IA
1416,What's the weather in Mountain Center,,,,Mountain Center,,,,,
1417,Will it be cold in Boyertown  New Zealand  in eighteen hours ,in eighteen hours,,,Boyertown,New Zealand,,,cold,
1418,What will the weather be in Bernie  ID ?,,,,Bernie,,,,,ID
1419,What's the weather like in Ojo AMarillo,,,,Ojo AMarillo,,,,,
1420,Is it hot  here,,,,,,,here,hot,
1421,What's the forecast for Georgia ?,,,,,,,,,Georgia
1422,Will there be a blizzard in White House  Curacao,,,,White House,Curacao,blizzard,,,
1423,Will there be snowfall in Kitlope Heritage Conservancy,,,Kitlope Heritage Conservancy,,,snowfall,,,
1424,Will it be windy at two PM in France ?,two PM,,,,France,windy,,,
1425,Will there be depression on Mar. the twenty-eighth in Saint Pierre and Miquelon,Mar. the twenty-eighth,,,,Saint Pierre and Miquelon,depression,,,
1426,what will the weather be in four weeks  around  Tsingy de Bemaraha Strict Nature Reserve ?,in four weeks,around,Tsingy de Bemaraha Strict Nature Reserve,,,,,,
1427,Will there be wind in Loyola ?,,,,Loyola,,wind,,,
1428,What's the weather forecast for breakfast time in Palau ?,breakfast,,,,,,,,Palau
1429,What's the weather like today in Sierra Blanca,today,,,Sierra Blanca,,,,,
1430,Tell me if there's a snowstorm in the forecast twenty seconds from now in Holtville,twenty seconds from now,,,Holtville,,snowstorm,,,
1431,What's the weather in Stamps,,,,Stamps,,,,,
1432,what is the 11 pm forecast for here and far,11 pm,far,,,,,here,,
1433,Congress has warmer weather,,,,Congress,,,,warmer,
1434,What's the weather in 10 months in Nam Kading National Protected Area,in 10 months,,Nam Kading National Protected Area,,,,,,
1435,Will it be chilly in Liberty City  Bhutan ?,,,,Liberty City,Bhutan,,,chilly,
1436,I need to know is it freezing in MN at 01:27 pm,01:27 pm,,,,,,,freezing,MN
1437,Show the forecast nearby  in twenty two minutes in French Polynesia,in twenty two minutes,nearby,,,French Polynesia,,,,
1438,Will it hail  in 1 minute in Toms River,in 1 minute,,,Toms River,,hail,,,
1439,what is the weather starting at 11:47:52 for South Africa,11:47:52,,,,South Africa,,,,
1440,I need a time of 21 minutes from now for here,21 minutes from now,,,,,,here,,
1441,Is it cloudy in Georgia,,,,,Georgia,cloudy,,,
1442,What will the weather be in Angle  Cape Verde at midnight ?,midnight,,,Angle,Cape Verde,,,,
1443,Please give me the forecast for Branton,,,,Branton,,,,,
1444,Is there snowfall in Zec Mitchinamecus at 13,13,,Zec Mitchinamecus,,,snowfall,,,
1445,Is there fog in New York,,,,,,fog,,,New York
1446,Will it be stormy in MA,,,,,,stormy,,,MA
1447,"What's the forecast for Harper , ME ?",,,,Harper,,,,,ME
1448,What will the weather be like on september 26th in Eastlake,september 26th,,,Eastlake,,,,,
1449,What is the weather forecast for Tanque,,,,Tanque,,,,,
1450,What is the weather like in Colorado ?,,,,,,,,,Colorado
1451,tell me the weather for next week at Cathedral State Park,next week,,Cathedral State Park,,,,,,
1452,What's the weather going to be like in a week at Big Walnut Creek Nature Preserve ?,week,,Big Walnut Creek Nature Preserve,,,,,,
1453,Is there going to be a depression in Point Washington State Forest,,,Point Washington State Forest,,,depression,,,
1454,"What is the weather like in Montchanin , NV",,,,Montchanin,,,,,NV
1455,What's the weather like in Hamilton City,,,,Hamilton City,,,,,
1456,will there be rainfall  the day after tomorrow  far from Rodna National Park ,the day after tomorrow,far,Rodna National Park,,,rainfall,,,
1457,Will it get hotter  far away in Afghanistan ?,,far,,,Afghanistan,,,hotter,
1458,Check the weather for Faroe Islands .,,,,,Faroe Islands,,,,
1459,Tell me the weather forecast for Korona,,,,Korona,,,,,
1460,show weather forecast close-by  MS  in 48 and a half weeks,in 48 and a half weeks,close-by,,,,,,,MS
1461,Is the forecast stormy this afternoon in Maryland ?,afternoon,,,,,stormy,,,Maryland
1462,"How's the forecast for Chad on September 28, 2034","September 28, 2034",,,,Chad,,,,
1463,"What will the weather be on April 9, 2037 in New Brunswick Botanical Garden ?","April 9, 2037",,New Brunswick Botanical Garden,,,,,,
1464,What's the weather forecast for my current position ?,,,,,,,current position,,
1465,What is the weather forecast for Nicaragua,,,,,Nicaragua,,,,
1466,what is the forecast for Bad Branch Falls State Nature Preserve for in 1 hour and 14 seconds,in 1 hour and 14 seconds,,Bad Branch Falls State Nature Preserve,,,,,,
1467,is it going to be humid in Helix,,,,Helix,,humid,,,
1468,What's it like in my current location,,,,,,,current location,,
1469,Is there a chance of hail in Holiday Hills ?,,,,Holiday Hills,,hail,,,
1470,what is the Eugene T. Mahoney State Park forecast for 2 days from now,2 days from now,,Eugene T. Mahoney State Park,,,,,,
1471,What's the weather in Stone Mountain  Kentucky,,,,Stone Mountain,,,,,Kentucky
1472,What is the weather forecast in Canfield at 22:23:22,22:23:22,,,Canfield,,,,,
1473,how much humidity in Mancos,,,,Mancos,,humidity,,,
1474,was the weather colder  last August at Stunt Ranch Santa Monica Mountains Reserve,last August,,Stunt Ranch Santa Monica Mountains Reserve,,,,,colder,
1475,"What's the weather forecast for North Wolcott , Alabama on october 12, 2032 ?","october 12, 2032",,,North Wolcott,,,,,Alabama
1476,Weather for South Williamsport,,,,South Williamsport,,,,,
1477,What is the forecast for here,,,,,,,here,,
1478,Will it be colder at five o'clock at the Apolobamba Integrated Management Natural Area,five o'clock,,Apolobamba Integrated Management Natural Area,,,,,colder,
1479,What's the weather forecast for Oman  2 months from now ?,2 months from now,,,,Oman,,,,
1480,what is the forecast for here at 8 am,8 am,,,,,,here,,
1481,Tell me if it'll be temperate  in 8 seconds in Guatemala,in 8 seconds,,,,Guatemala,,,temperate,
1482,What is the weather looking like in Prosser on feb. the 18th ?,feb. the 18th,,,Prosser,,,,,
1483,What kind of weather was forecast near  Harmony Flats Nature Reserve  last march ?,last march,near,Harmony Flats Nature Reserve,,,,,,
1484,what is the weather forecast faraway from RI  seven months from now,seven months from now,faraway,,,,,,,RI
1485,"Can you give me the forecast for 11 in Bradner , IA",11,,,Bradner,,,,,IA
1486,"What will the humidity be like in VI on june the fourteenth, 2020 ?","june the fourteenth, 2020",,,,,humidity,,,VI
1487,Can i have the forecast for Bear Rocks Lake Wildlife Management Area,,,Bear Rocks Lake Wildlife Management Area,,,,,,
1488,What's the forecast for Jefferson National Expansion Memorial  around  eight am ?,eight am,around,Jefferson National Expansion Memorial,,,,,,
1489,Will it be colder in Colorado  nine months from now ?,nine months from now,,,,,,,colder,Colorado
1490,Will there be snowfall in zero PM in Estonia,zero PM,,,,Estonia,snowfall,,,
1491,Will it be overcast in South Dakota,,,,,,overcast,,,South Dakota
1492,"What's the weather forecast for Walsenburg , Vermont for July 13th ?",July 13th,,,Walsenburg,,,,,Vermont
1493,What will the weather be in Mattawan  Saint Barth̩lemy ?,,,,Mattawan,Saint Barth̩lemy,,,,
1494,What's the weather in Springside Nature Reserve at four pm,four pm,,Springside Nature Reserve,,,,,,
1495,Is the expected weather temperate  here  in 1 month,in 1 month,,,,,,here,temperate,
1496,Will there be cloud coverage at zero AM in Minami Alps Koma Prefectural Natural Park,zero AM,,Minami Alps Koma Prefectural Natural Park,,,cloud,,,
1497,Will there be snowfall at six pm in Leisure Knoll  California,six pm,,,Leisure Knoll,,snowfall,,,California
1498,"Will there be hail  in 8 minutes in Iroquois , MA ?",in 8 minutes,,,Iroquois,,hail,,,MA
1499,Will it be hot  three minutes from now  faraway from Saint Croix State Park,three minutes from now,faraway,Saint Croix State Park,,,,,hot,
1500,What's the weather looking like in Reklaw at 03:19:13 PM,03:19:13 PM,,,Reklaw,,,,,
1501,is it going to be hot  here  in 8 years ,in 8 years,,,,,,here,hot,
1502,What's the weather in the Marshall Islands  in sixteen hours,in sixteen hours,,,,Marshall Islands,,,,
1503,"What is the weather forecast for North Carolina on October thirteenth, 2037","October thirteenth, 2037",,,,,,,,North Carolina
1504,What will the weather be in Tajikistan on Dec. twentieth ?,Dec. twentieth,,,,Tajikistan,,,,
1505,what will the weather be in Port Costa  FM will it be foggy,,,,Port Costa,,foggy,,,FM
1506,What is the weather going to be like in Reidland  New Mexico  next Jun. ?,next Jun.,,,Reidland,,,,,New Mexico
1507,"How cold is it in Cargray , Argentina ?",,,,Cargray,Argentina,,,cold,
1508,Is the forecast chillier  in 1 hour in Mali,in 1 hour,,,,Mali,,,chillier,
1509,Tell me if there will be wind in NE,,,,,,wind,,,NE
1510,Will it be cloudy  not far from Allenton,,not far,,Allenton,,cloudy,,,
1511,Will there be a blizzard in AR,,,,,,blizzard,,,AR
1512,what is the New Caledonia forecast for Bagnell on sep. the 5th,sep. the 5th,,,Bagnell,New Caledonia,,,,
1513,Weather for apr. the thirteenth in Djibouti,apr. the thirteenth,,,,Djibouti,,,,
1514,Can you give me the weather forecast in Tajikistan ?,,,,,Tajikistan,,,,
1515,"How cold is it going to be in San Marcial , AK  in one second ?",in one second,,,San Marcial,,,,cold,AK
1516,What will the weather be in a month from now at my current location ?,a month from now,,,,,,current location,,
1517,What is the weather like in IA in april,april,,,,,,,,IA
1518,How windy is it in Anderson Lake State Fish and Wildlife Area ?,,,Anderson Lake State Fish and Wildlife Area,,,windy,,,
1519,Is it going to be stormy in Austin Creek State Recreation Area at 09:42 ?,09:42,,Austin Creek State Recreation Area,,,stormy,,,
1520,When will the weather be temperate like it is now in Stansbury Park in Tuvalu,now,,,Stansbury Park,Tuvalu,,,temperate,
1521,What is the weather in neighboring  OH,,neighboring,,,,,,,OH
1522,What's the weather forecast for Spain ?,,,,,Spain,,,,
1523,In Wynnedale  AK will it blizzard,,,,Wynnedale,,blizzard,,,AK
1524,What aree the weather conditions not far from Poneto,,not far,,Poneto,,,,,
1525,"What will the weather be like in the Falkland Islands starting may 25, 2022","may 25, 2022",,,,Falkland Islands,,,,
1526,What's the weather two months from now in Arletta  Malawi,two months from now,,,Arletta,Malawi,,,,
1527,forecast for Thayer,,,,Thayer,,,,,
1528,is it chillier at Narew National Park,,,Narew National Park,,,,,chillier,
1529,What's the weather in New Zealand ?,,,,,New Zealand,,,,
1530,What will the weather be in NM  in 1 minute ,in 1 minute,,,,,,,,NM
1531,Will it get hotter  next year in Springside Nature Reserve ?,next year,,Springside Nature Reserve,,,,,hotter,
1532,What is the weather like in Phnom Sankos Wildlife Sanctuary,,,Phnom Sankos Wildlife Sanctuary,,,,,,
1533,I need a table in Uruguay  in 213 days when it's chillier,in 213 days,,,,Uruguay,,,chillier,
1534,How will the weather be in six minutes  close to Moosic,in six minutes,close,,Moosic,,,,,
1535,"Show me weather forecast in Clontarf , KY from 4 hours from now .",4 hours from now,,,Clontarf,,,,,KY
1536,What will the weather be in Grand Coteau  UT at six pm ?,six pm,,,Grand Coteau,,,,,UT
1537,Is it going to get colder at my current location by 10 am,10 am,,,,,,current location,colder,
1538,Is it going to be rainy  here  one second from now,one second from now,,,,,rainy,here,,
1539,Can you get the weather forecast for New Baden ,,,,New Baden,,,,,
1540,what is the 10 pm forecast for Sweet Springs  Wyoming,10 pm,,,Sweet Springs,,,,,Wyoming
1541,Is it going to snow  next year in WV,next year,,,,,snow,,,WV
1542,what's the forecast for Sai Thong National Park at 02:59 pm,02:59 pm,,Sai Thong National Park,,,,,,
1543,What's the weather in Totowa  WY  one minute from now,one minute from now,,,Totowa,,,,,WY
1544,"Will it be rainy  this Monday in Le Center , Thailand",this Monday,,,Le Center,Thailand,rainy,,,
1545,What's the forecast for my current place at five pm ?,five pm,,,,,,current place,,
1546,Weather for July 1 in UT,July 1,,,,,,,,UT
1547,What's the forecast for AL  twenty one minutes from now ?,twenty one minutes from now,,,,,,,,AL
1548,Can you please give me the forecast for the Dominica,,,,,Dominica,,,,
1549,will it be stormy in Wildorado,,,,Wildorado,,stormy,,,
1550,Is it snowy in DeMotte  MS,,,,DeMotte,,snowy,,,MS
1551,Tell me the weather forecast for my current spot,,,,,,,current spot,,
1552,Can you tell me what the weather is like at Sam D. Hamilton Noxubee National Wildlife Refuge,,,Sam D. Hamilton Noxubee National Wildlife Refuge,,,,,,
1553,there is cloud in Genola  South Sudan,,,,Genola,South Sudan,cloud,,,
1554,"Is it going to be freezing at tea time in Michigantown , KS",tea,,,Michigantown,,,,freezing,KS
1555,Is it snowy in Ocean Shores,,,,Ocean Shores,,snowy,,,
1556,What's the weather in Ecola State Park  in three minutes,in three minutes,,Ecola State Park,,,,,,
1557,What is the weather like in Antonito,,,,Antonito,,,,,
1558,Is it going to storm in Black Rock  Alaska,,,,Black Rock,,storm,,,Alaska
1559,What's the weather like when you're distant from Greenport,,distant,,Greenport,,,,,
1560,Is it nice now in Madawaska,now,,,Madawaska,,,,,
1561,Will it be warmer  now in Covenant Life,now,,,Covenant Life,,,,warmer,
1562,Is it forecast to be chilly in Iowa ?,,,,,,,,chilly,Iowa
1563,what is the Bethany Beach forecast,,,,Bethany Beach,,,,,
1564,Will it be colder in Noblesville  East Timor at 3 pm ?,3 pm,,,Noblesville,East Timor,,,colder,
1565,Will there be rain  next year in New Hampshire ?,next year,,,,,rain,,,New Hampshire
1566,Will it be windy at 4 PM in NY ?,4 PM,,,,,windy,,,NY
1567,Will there be a blizzard in Egypt ?,,,,,Egypt,blizzard,,,
1568,Check the weather forecast for Biscay,,,,Biscay,,,,,
